word,frequency,example_sentence
恩師,1,私が弓を教わった恩師だったずいぶんと昔の話になるがな。
恩恵,1,騎馬兵には、撃破時に恩恵を受けるスキルもある。
恩賞,1,なんとか生き残れたしこれで恩賞をもらえれば文句無し。
息の根,1,ええようやくここまで来られた必ず息の根を止めるわ。
恰好,1,巫女の前であんたに守られるなんて恰好悪いのはごめんだしな。
恵み,1,我々に今日を生きるだけのささやかな糧をお恵みください。
恵ん,1,いっぱい恵んでくれてあんがとね町のみんなで応援してるよ。
悔い改める,1,その非道を悔い改めるならば今すぐ降伏しなさい。
悔しく,1,なんだか悔しくなっちゃって。
患え,1,そんで病を患えば連行されていくみんなジスランに怯える毎日さ。
患っ,1,はいそして病を患った者は隔離されて町に戻れなくなるとか。
悩まさ,1,最近、我々は盗賊団に悩まされているのです。
悪けりゃ,1,あたしは砂漠の出身だ口も悪けりゃ礼儀も知らねえ。
悪しき,1,心配には及びませんよ悪しき者には指一本触れさせません。
悪化,1,マゼラン状況が悪化しているじゃないか。
悪影響,1,お前の心配性も考え物だな心身に悪影響が出るぞ。
悪政,1,アレイン陛下には先の悪政より救っていただいた御恩があります。
悪気,1,うるさいな、ついやっちゃったんだ悪気はなかったんだって。
悪者,1,今からこわーい悪者たちを。
悪評,1,ルノーかつてゼノイラに操られ、領主として民を苦しめた町に戻ることを自ら望む彼を許せない者もいたが汚名も悪評もすべてを受け入れる彼の真摯な態度に、少なくない数の人々が支持をした民と共に一から歩む決心をした彼は過去ではなく未来を見据える良き指導者となった。
悪趣,1,チッ60見てやがったのか60悪趣味な野郎だぜ。
悪逆,1,許されざる悪逆を。
悲し,1,悲しんでる困ってるうーんなんで。
悲惨,1,これ以上、悲惨な思いをする民を増やしたくないのよ。
悲鳴,1,でもなぜか彼女は悲鳴をあげて部屋ごと焼いてしまったの。
悶着,1,また傭兵たちと一悶着起こしたそうですね。
情深い,1,人情深い彼が住む都市には徐々に人が増え、いつしか彼は都市の長となった。
惑わす,1,民衆を惑わすような輩は捕らえて頭を冷やさせろ。
惚れこん,1,さすが俺が惚れこんだ男だ。
惜しけれ,1,ムーツンの命が惜しければ道を開けるのだ。
惜しみ,1,出し惜しみはするな全力で戦うぞ。
惜しん,1,決してお菓子を惜しんでいるわけじゃないですよたぶん。
惨たらしい,1,二度とあのような惨たらしい悲劇が起こらぬようにと。
惨事,1,あやうく十年前の惨事を繰り返すところだった。
惨殺,1,ゼノイラ兵が城下の民を惨殺し始めました。
想像力,1,それに、空に猫を見つけるだなんて想像力豊かでとても素敵です。
想定外,1,おのれ想定外に進軍が速いわね。
惹きつけ,1,だが、その大志が多くの者を惹きつけ貴軍の勢いの源となっているのだろう。
愉しむ,1,盗むだけでなく人の命まで奪うそれもその行為を愉しむようにな。
愉しめ,1,見事だなかなかに愉しめたぞ。
愉快,1,クカカ実に愉快これほど忠実に従うとはな。
意,1,御意。
意欲,1,貴方たちのおかげで皆の生きる意欲が湧きます。
意気込み,1,アデル君の意気込みは買うが。
意表,1,迷いのないまっすぐな剣筋とは裏腹に、意表をつく身のこなし。
愚痴っ,1,あのゼノイラの女アデリーナだろよく町の酒場で愚痴ってたぜ。
愚策,1,チッこのまま戦うのは愚策だね。
愚行,1,貴様たちはどこまで愚かなのだこれ以上の愚行、許しはしない。
愛しい,1,悩んでる間に愛しい人の寿命がきてしまう。
愛する,1,敬愛するあなたと同じ香りをまとえるなんて。
愛そう,1,お前が作る国を俺は愛そう。
愛で,1,二人は真実の愛で結ばれていると。
愛国心,1,あんたと気心が知れてより愛国心が強まったみたいだからさ。
愛好家,1,ネクタールとまではいかないが愛好家ならばきっと値打ちがわかる。
愛嬌,1,突然、愛嬌のない男が自作の菓子を持ち出して目の前でおもむろに食べ。
愛息,1,フォドキア解放軍で役目を終えたあと自領の復興に努めた領民との溝から目を逸らすことなく一つずつ丁寧に職務に臨む姿勢が領民たちの心を解かし、和解に至った以来、彼の愛息の墓前には献花が絶えることがなかったという。
感づい,1,帰り際にこちらに感づいた敵の警備兵を捕らえた。
感心,1,久方ぶりに見たアレインは立派に成長したと感心したものだが。
感無量,1,感無量でした平和な時代が訪れたのだと。
慄く,1,慄くがいい、我が呪術の前で五体満足には戦えまい。
慈善活動,1,ギャメル盗賊の時分に脅かした人々への罪滅ぼしか友人らと共に各地で慈善活動を続ける彼の人柄を慕い元黒爪盗賊団員や脛に傷持つ若者が彼のもとに集まりその世話を焼くことも多かったその隣には、病を克服した健勝な妹の姿もあったという。
慌ただしい,1,南西のアルビオンでも軍の動きが慌ただしいようだ。
慌ただしく,1,昨日の夜から兵が慌ただしく動いてる。
慌てん,1,おいおい慌てんなってこういうのは雰囲気が大事なんだぜ。
慎まし,1,慎ましさはスカーレットの美徳だけどもったいない。
慎ん,1,王子にわがままと思われるようなことは今後、慎んでくださいね。
慢心,1,我々の慢心とともに、人間たちの適応力の高さを思い知らされたよ。
慣らし,1,すごいな、手慣らしとはいえ他の鶏とまったく見分けがつかん。
慮っ,1,君が戦後のことを問うたのは私の身を慮ってのことだろう。
慰める,1,参ったなあそっちを慰めるつもりだったのにまあいいけど。
憎い,1,馬鹿を言うな憎いあの病を私が振りまくだと。
憎かっ,1,裏切られてばかりのころは本当に憎かったけど。
憎ま,1,私を処罰しなかったことも憎まれているのに遠ざけないことも。
憎み,1,心の底から病を憎み、どんな手を使ってでも病の根絶を目指す。
憎め,1,メリザンドって女どこか憎めなかったぜ。
憐れ,1,フフフフつくづく憐れね。
憑きもの,1,ダイナさんもあんたに会って憑きものがとれたみたいだ。
憑りつい,1,面妖な体ごと憑りついたとでもいうのか。
憑りつか,1,病を憎むあまり、薬の研究に憑りつかれてしまったのよ。
憑りつく,1,殺した者に憑りつく力がその自信の根拠なのか。
憑依,1,アタイは憑依されたからって爺ィに体を譲るのはゴメンだった。
憤っ,1,お前は、私が一時でも己の名を捨てたことに憤っているのか。
憤ら,1,それが狂おしいほど私を憤らせている。
憲兵,1,憲兵に引き渡す気はじめからなかっただろ。
懐かしかっ,1,なんつーか妙に懐かしかったぜ。
懐かしむ,1,ウメルス戦後、騎士として教会を守る傍ら植物の研究と花園作りに打ち込む彼女の手掛けた美しい花園は後にアルビオンの新たな名所として注目された花園にスカーレットを招き二人で昔を懐かしむこともあったという。
